,0
2023-09-25 16:49:29.325,"2023-09-25 16:49:29.325    1.083595
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.350,"2023-09-25 16:49:29.350    1.195583
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.375,"2023-09-25 16:49:29.375    1.193404
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.400,"2023-09-25 16:49:29.400    1.207528
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.425,"2023-09-25 16:49:29.425    1.208004
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.450,"2023-09-25 16:49:29.450    1.183002
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.475,"2023-09-25 16:49:29.475    1.216457
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.500,"2023-09-25 16:49:29.500    1.307666
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.525,"2023-09-25 16:49:29.525    1.270899
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.550,"2023-09-25 16:49:29.550    1.329701
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.575,"2023-09-25 16:49:29.575    1.453487
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.600,"2023-09-25 16:49:29.600    1.527875
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.625,"2023-09-25 16:49:29.625    1.748304
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.650,"2023-09-25 16:49:29.650    1.878025
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.675,"2023-09-25 16:49:29.675    2.003192
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.700,"2023-09-25 16:49:29.700    2.148793
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.725,"2023-09-25 16:49:29.725    2.189232
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.750,"2023-09-25 16:49:29.750    2.313183
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.775,"2023-09-25 16:49:29.775    2.415489
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.800,"2023-09-25 16:49:29.800    2.424091
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.825,"2023-09-25 16:49:29.825    2.428351
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.850,"2023-09-25 16:49:29.850    2.460451
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.875,"2023-09-25 16:49:29.875    2.470733
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.900,"2023-09-25 16:49:29.900    2.44693
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.925,"2023-09-25 16:49:29.925    2.422334
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.950,"2023-09-25 16:49:29.950    2.369484
Freq: 25L, dtype: float64"
2023-09-25 16:49:29.975,"2023-09-25 16:49:29.975    2.3506
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.000,"2023-09-25 16:49:30    2.296545
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.025,"2023-09-25 16:49:30.025    2.275135
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.050,"2023-09-25 16:49:30.050    2.209124
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.075,"2023-09-25 16:49:30.075    2.189786
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.100,"2023-09-25 16:49:30.100    2.234858
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.125,"2023-09-25 16:49:30.125    2.187888
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.150,"2023-09-25 16:49:30.150    2.289797
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.175,"2023-09-25 16:49:30.175    2.297749
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.200,"2023-09-25 16:49:30.200    2.326677
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.225,"2023-09-25 16:49:30.225    2.410234
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.250,"2023-09-25 16:49:30.250    2.498582
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.275,"2023-09-25 16:49:30.275    2.626432
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.300,"2023-09-25 16:49:30.300    2.583378
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.325,"2023-09-25 16:49:30.325    2.636058
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.350,"2023-09-25 16:49:30.350    2.625338
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.375,"2023-09-25 16:49:30.375    2.611233
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.400,"2023-09-25 16:49:30.400    2.619925
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.425,"2023-09-25 16:49:30.425    2.582113
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.450,"2023-09-25 16:49:30.450    2.58748
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.475,"2023-09-25 16:49:30.475    2.495615
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.500,"2023-09-25 16:49:30.500    2.521536
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.525,"2023-09-25 16:49:30.525    2.527988
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.550,"2023-09-25 16:49:30.550    2.551363
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.575,"2023-09-25 16:49:30.575    2.667011
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.600,"2023-09-25 16:49:30.600    2.639724
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.625,"2023-09-25 16:49:30.625    2.694208
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.650,"2023-09-25 16:49:30.650    2.724987
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.675,"2023-09-25 16:49:30.675    2.762354
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.700,"2023-09-25 16:49:30.700    2.903297
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.725,"2023-09-25 16:49:30.725    2.897074
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.750,"2023-09-25 16:49:30.750    3.005322
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.775,"2023-09-25 16:49:30.775    3.027846
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.800,"2023-09-25 16:49:30.800    2.9885
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.825,"2023-09-25 16:49:30.825    3.038921
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.850,"2023-09-25 16:49:30.850    2.951145
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.875,"2023-09-25 16:49:30.875    2.994012
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.900,"2023-09-25 16:49:30.900    2.985354
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.925,"2023-09-25 16:49:30.925    2.983704
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.950,"2023-09-25 16:49:30.950    3.013292
Freq: 25L, dtype: float64"
2023-09-25 16:49:30.975,"2023-09-25 16:49:30.975    2.956109
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.000,"2023-09-25 16:49:31    2.938473
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.025,"2023-09-25 16:49:31.025    2.953812
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.050,"2023-09-25 16:49:31.050    3.014111
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.075,"2023-09-25 16:49:31.075    2.986413
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.100,"2023-09-25 16:49:31.100    3.022764
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.125,"2023-09-25 16:49:31.125    3.11188
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.150,"2023-09-25 16:49:31.150    3.090133
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.175,"2023-09-25 16:49:31.175    3.080596
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.200,"2023-09-25 16:49:31.200    3.157611
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.225,"2023-09-25 16:49:31.225    3.135695
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.250,"2023-09-25 16:49:31.250    3.094223
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.275,"2023-09-25 16:49:31.275    3.084757
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.300,"2023-09-25 16:49:31.300    3.070675
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.325,"2023-09-25 16:49:31.325    3.076719
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.350,"2023-09-25 16:49:31.350    3.106828
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.375,"2023-09-25 16:49:31.375    2.994291
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.400,"2023-09-25 16:49:31.400    2.956175
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.425,"2023-09-25 16:49:31.425    2.929921
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.450,"2023-09-25 16:49:31.450    2.766934
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.475,"2023-09-25 16:49:31.475    2.857154
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.500,"2023-09-25 16:49:31.500    2.798904
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.525,"2023-09-25 16:49:31.525    2.898649
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.550,"2023-09-25 16:49:31.550    3.010014
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.575,"2023-09-25 16:49:31.575    2.942894
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.600,"2023-09-25 16:49:31.600    3.170339
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.625,"2023-09-25 16:49:31.625    3.193181
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.650,"2023-09-25 16:49:31.650    3.431464
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.675,"2023-09-25 16:49:31.675    3.656773
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.700,"2023-09-25 16:49:31.700    3.553696
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.725,"2023-09-25 16:49:31.725    3.655173
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.750,"2023-09-25 16:49:31.750    3.640391
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.775,"2023-09-25 16:49:31.775    3.719469
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.800,"2023-09-25 16:49:31.800    3.789162
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.825,"2023-09-25 16:49:31.825    3.703954
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.850,"2023-09-25 16:49:31.850    3.543627
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.875,"2023-09-25 16:49:31.875    3.398465
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.900,"2023-09-25 16:49:31.900    3.314832
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.925,"2023-09-25 16:49:31.925    3.188007
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.950,"2023-09-25 16:49:31.950    3.170683
Freq: 25L, dtype: float64"
2023-09-25 16:49:31.975,"2023-09-25 16:49:31.975    3.046656
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.000,"2023-09-25 16:49:32    2.90827
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.025,"2023-09-25 16:49:32.025    2.741786
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.050,"2023-09-25 16:49:32.050    2.676059
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.075,"2023-09-25 16:49:32.075    2.634111
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.100,"2023-09-25 16:49:32.100    2.549771
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.125,"2023-09-25 16:49:32.125    2.59296
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.150,"2023-09-25 16:49:32.150    2.510629
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.175,"2023-09-25 16:49:32.175    2.501263
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.200,"2023-09-25 16:49:32.200    2.459421
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.225,"2023-09-25 16:49:32.225    2.436531
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.250,"2023-09-25 16:49:32.250    2.498115
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.275,"2023-09-25 16:49:32.275    2.468824
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.300,"2023-09-25 16:49:32.300    2.458279
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.325,"2023-09-25 16:49:32.325    2.448304
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.350,"2023-09-25 16:49:32.350    2.500719
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.375,"2023-09-25 16:49:32.375    2.471693
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.400,"2023-09-25 16:49:32.400    2.635753
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.425,"2023-09-25 16:49:32.425    2.805221
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.450,"2023-09-25 16:49:32.450    2.755674
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.475,"2023-09-25 16:49:32.475    2.909245
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.500,"2023-09-25 16:49:32.500    3.002298
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.525,"2023-09-25 16:49:32.525    3.087793
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.550,"2023-09-25 16:49:32.550    3.174017
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.575,"2023-09-25 16:49:32.575    3.233673
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.600,"2023-09-25 16:49:32.600    3.284549
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.625,"2023-09-25 16:49:32.625    3.387336
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.650,"2023-09-25 16:49:32.650    3.315423
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.675,"2023-09-25 16:49:32.675    3.296978
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.700,"2023-09-25 16:49:32.700    3.42107
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.725,"2023-09-25 16:49:32.725    3.204988
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.750,"2023-09-25 16:49:32.750    3.179131
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.775,"2023-09-25 16:49:32.775    3.087629
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.800,"2023-09-25 16:49:32.800    2.91486
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.825,"2023-09-25 16:49:32.825    2.802026
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.850,"2023-09-25 16:49:32.850    2.613756
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.875,"2023-09-25 16:49:32.875    2.515523
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.900,"2023-09-25 16:49:32.900    2.380418
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.925,"2023-09-25 16:49:32.925    2.241473
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.950,"2023-09-25 16:49:32.950    2.228286
Freq: 25L, dtype: float64"
2023-09-25 16:49:32.975,"2023-09-25 16:49:32.975    2.209791
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.000,"2023-09-25 16:49:33    2.199186
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.025,"2023-09-25 16:49:33.025    2.260961
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.050,"2023-09-25 16:49:33.050    2.250403
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.075,"2023-09-25 16:49:33.075    2.349942
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.100,"2023-09-25 16:49:33.100    2.50011
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.125,"2023-09-25 16:49:33.125    2.647319
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.150,"2023-09-25 16:49:33.150    2.846738
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.175,"2023-09-25 16:49:33.175    3.156908
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.200,"2023-09-25 16:49:33.200    3.381883
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.225,"2023-09-25 16:49:33.225    3.539503
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.250,"2023-09-25 16:49:33.250    3.721136
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.275,"2023-09-25 16:49:33.275    3.92344
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.300,"2023-09-25 16:49:33.300    4.07848
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.325,"2023-09-25 16:49:33.325    4.108625
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.350,"2023-09-25 16:49:33.350    4.159744
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.375,"2023-09-25 16:49:33.375    4.13549
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.400,"2023-09-25 16:49:33.400    4.146866
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.425,"2023-09-25 16:49:33.425    4.068761
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.450,"2023-09-25 16:49:33.450    4.101883
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.475,"2023-09-25 16:49:33.475    4.202264
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.500,"2023-09-25 16:49:33.500    4.179425
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.525,"2023-09-25 16:49:33.525    4.235443
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.550,"2023-09-25 16:49:33.550    4.261951
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.575,"2023-09-25 16:49:33.575    4.335314
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.600,"2023-09-25 16:49:33.600    4.381888
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.625,"2023-09-25 16:49:33.625    4.330255
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.650,"2023-09-25 16:49:33.650    4.367409
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.675,"2023-09-25 16:49:33.675    4.330392
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.700,"2023-09-25 16:49:33.700    4.308149
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.725,"2023-09-25 16:49:33.725    4.285067
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.750,"2023-09-25 16:49:33.750    4.32268
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.775,"2023-09-25 16:49:33.775    4.487295
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.800,"2023-09-25 16:49:33.800    4.554208
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.825,"2023-09-25 16:49:33.825    4.447966
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.850,"2023-09-25 16:49:33.850    4.263955
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.875,"2023-09-25 16:49:33.875    4.176296
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.900,"2023-09-25 16:49:33.900    4.042886
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.925,"2023-09-25 16:49:33.925    4.109442
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.950,"2023-09-25 16:49:33.950    4.138588
Freq: 25L, dtype: float64"
2023-09-25 16:49:33.975,"2023-09-25 16:49:33.975    4.086781
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.000,"2023-09-25 16:49:34    4.028489
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.025,"2023-09-25 16:49:34.025    3.876937
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.050,"2023-09-25 16:49:34.050    3.929507
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.075,"2023-09-25 16:49:34.075    3.978671
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.100,"2023-09-25 16:49:34.100    4.04021
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.125,"2023-09-25 16:49:34.125    3.955334
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.150,"2023-09-25 16:49:34.150    3.838659
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.175,"2023-09-25 16:49:34.175    3.720959
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.200,"2023-09-25 16:49:34.200    3.565126
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.225,"2023-09-25 16:49:34.225    3.523526
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.250,"2023-09-25 16:49:34.250    3.378108
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.275,"2023-09-25 16:49:34.275    3.309021
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.300,"2023-09-25 16:49:34.300    3.270092
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.325,"2023-09-25 16:49:34.325    3.237951
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.350,"2023-09-25 16:49:34.350    3.209023
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.375,"2023-09-25 16:49:34.375    3.198222
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.400,"2023-09-25 16:49:34.400    3.289836
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.425,"2023-09-25 16:49:34.425    3.199931
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.450,"2023-09-25 16:49:34.450    3.184271
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.475,"2023-09-25 16:49:34.475    3.20653
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.500,"2023-09-25 16:49:34.500    3.162767
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.525,"2023-09-25 16:49:34.525    3.083795
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.550,"2023-09-25 16:49:34.550    3.010501
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.575,"2023-09-25 16:49:34.575    2.984241
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.600,"2023-09-25 16:49:34.600    2.77087
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.625,"2023-09-25 16:49:34.625    2.680095
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.650,"2023-09-25 16:49:34.650    2.597579
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.675,"2023-09-25 16:49:34.675    2.502446
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.700,"2023-09-25 16:49:34.700    2.411005
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.725,"2023-09-25 16:49:34.725    2.31831
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.750,"2023-09-25 16:49:34.750    2.291889
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.775,"2023-09-25 16:49:34.775    2.243356
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.800,"2023-09-25 16:49:34.800    2.21817
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.825,"2023-09-25 16:49:34.825    2.26456
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.850,"2023-09-25 16:49:34.850    2.327694
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.875,"2023-09-25 16:49:34.875    2.32962
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.900,"2023-09-25 16:49:34.900    2.486838
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.925,"2023-09-25 16:49:34.925    2.510534
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.950,"2023-09-25 16:49:34.950    2.67441
Freq: 25L, dtype: float64"
2023-09-25 16:49:34.975,"2023-09-25 16:49:34.975    2.737219
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.000,"2023-09-25 16:49:35    2.861106
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.025,"2023-09-25 16:49:35.025    2.985093
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.050,"2023-09-25 16:49:35.050    2.85692
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.075,"2023-09-25 16:49:35.075    2.999796
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.100,"2023-09-25 16:49:35.100    2.894392
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.125,"2023-09-25 16:49:35.125    2.918614
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.150,"2023-09-25 16:49:35.150    2.821685
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.175,"2023-09-25 16:49:35.175    2.701359
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.200,"2023-09-25 16:49:35.200    2.792339
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.225,"2023-09-25 16:49:35.225    2.659018
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.250,"2023-09-25 16:49:35.250    2.638321
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.275,"2023-09-25 16:49:35.275    2.723156
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.300,"2023-09-25 16:49:35.300    2.798196
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.325,"2023-09-25 16:49:35.325    2.747312
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.350,"2023-09-25 16:49:35.350    2.790766
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.375,"2023-09-25 16:49:35.375    3.010372
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.400,"2023-09-25 16:49:35.400    3.051149
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.425,"2023-09-25 16:49:35.425    3.031974
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.450,"2023-09-25 16:49:35.450    3.012521
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.475,"2023-09-25 16:49:35.475    3.019008
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.500,"2023-09-25 16:49:35.500    3.038603
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.525,"2023-09-25 16:49:35.525    2.96811
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.550,"2023-09-25 16:49:35.550    3.085445
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.575,"2023-09-25 16:49:35.575    3.151141
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.600,"2023-09-25 16:49:35.600    2.999757
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.625,"2023-09-25 16:49:35.625    2.976859
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.650,"2023-09-25 16:49:35.650    3.04061
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.675,"2023-09-25 16:49:35.675    3.025284
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.700,"2023-09-25 16:49:35.700    2.957863
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.725,"2023-09-25 16:49:35.725    2.960473
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.750,"2023-09-25 16:49:35.750    2.952214
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.775,"2023-09-25 16:49:35.775    2.893626
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.800,"2023-09-25 16:49:35.800    2.82552
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.825,"2023-09-25 16:49:35.825    2.815523
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.850,"2023-09-25 16:49:35.850    2.8919
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.875,"2023-09-25 16:49:35.875    2.820991
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.900,"2023-09-25 16:49:35.900    2.884939
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.925,"2023-09-25 16:49:35.925    2.918025
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.950,"2023-09-25 16:49:35.950    2.801502
Freq: 25L, dtype: float64"
2023-09-25 16:49:35.975,"2023-09-25 16:49:35.975    2.760489
Freq: 25L, dtype: float64"
2023-09-25 16:49:36.000,"2023-09-25 16:49:36    2.700617
Freq: 25L, dtype: float64"
2023-09-25 16:49:36.025,"2023-09-25 16:49:36.025    2.715334
Freq: 25L, dtype: float64"
